Player,Team,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G,A,P
Toby Enstrom,--,L,D,1984-11-05,Nordingra,--,SWE,SWE,70,180,2003,8,239,20072008,N,60,4,19,23
Martin Erat,--,L,R,1981-08-29,Trebic,--,CZE,CZE,72,196,1999,7,191,20012002,N,79,9,23,32
Jonathan Ericsson,--,L,D,1984-03-02,Karlskrona,--,SWE,SWE,76,218,2002,9,291,20072008,N,82,3,12,15
Loui Eriksson,--,L,L,1985-07-17,Gothenburg,--,SWE,SWE,74,179,2003,2,33,20062007,N,81,22,25,47
Tim Erixon,--,L,D,1991-02-24,Port Chester,NY,USA,SWE,74,200,2009,1,23,20112012,N,42,2,5,7
Emerson Etem,--,L,R,1992-06-16,Long Beach,CA,USA,USA,73,212,2010,1,29,20122013,N,45,5,5,10
Dennis Everberg,--,L,R,1991-12-31,Vasteras,--,SWE,SWE,76,205,--,--,--,20142015,N,55,3,9,12
Justin Falk,--,L,D,1988-10-11,Snowflake,MB,CAN,CAN,77,223,2007,4,110,20092010,N,18,1,1,2
Bobby Farnham,--,L,R,1989-01-21,North Andover,MA,USA,USA,70,190,--,--,--,20142015,N,11,0,0,0
Jesper Fast,CAR,R,R,1991-12-02,Nassjo,--,SWE,SWE,73,191,2010,6,157,20132014,N,58,6,8,14
Justin Faulk,STL,R,D,1992-03-20,South St. Paul,MN,USA,USA,72,214,2010,2,37,20112012,N,82,15,34,49
Mark Fayne,--,R,D,1987-05-15,Nashua,NH,USA,USA,75,209,2005,5,155,20102011,N,74,2,6,8
Eric Fehr,--,R,C,1985-09-07,Winkler,MB,CAN,CAN,76,209,2003,1,18,20052006,N,75,19,14,33
Andrew Ference,--,L,D,1979-03-17,Edmonton,AB,CAN,CAN,71,182,1997,8,208,19992000,N,70,3,11,14
Micheal Ferland,--,L,L,1992-04-20,Swan River,MB,CAN,CAN,73,217,2010,5,133,20142015,N,26,2,3,5
Vernon Fiddler,--,L,C,1980-05-09,Edmonton,AB,CAN,CAN,71,205,--,--,--,20022003,N,80,13,16,29
Valtteri Filppula,--,L,C,1984-03-20,Vantaa,--,FIN,FIN,72,189,2002,3,95,20052006,N,82,12,36,48
Mike Fisher,--,R,C,1980-06-05,Peterborough,ON,CAN,CAN,73,216,1998,2,44,19992000,N,59,19,20,39
Tomas Fleischmann,--,L,L,1984-05-16,Koprivnice,--,CZE,CZE,73,192,2002,2,63,20052006,N,66,8,19,27
Brian Flynn,--,R,C,1988-07-26,Lynnfield,MA,USA,USA,73,185,--,--,--,20122013,N,63,5,12,17
Marcus Foligno,MIN,L,L,1991-08-10,Buffalo,NY,USA,CAN,75,226,2009,4,104,20112012,N,57,8,12,20
Nick Foligno,CHI,L,L,1987-10-31,Buffalo,NY,USA,USA,72,210,2006,1,28,20072008,N,79,31,42,73
Christian Folin,--,R,D,1991-02-09,Gothenburg,--,SWE,SWE,76,204,--,--,--,20132014,N,40,2,8,10
Justin Fontaine,--,R,R,1987-11-06,Bonnyville,AB,CAN,CAN,70,174,--,--,--,20132014,N,71,9,22,31
Filip Forsberg,NSH,R,L,1994-08-13,Ostervala,--,SWE,SWE,73,205,2012,1,11,20122013,N,82,26,37,63
Cam Fowler,ANA,L,D,1991-12-05,Windsor,ON,CAN,USA,74,215,2010,1,12,20102011,N,80,7,27,34
Cody Franson,--,R,D,1987-08-08,Sicamous,BC,CAN,CAN,77,224,2005,3,79,20092010,N,78,7,29,36
Johan Franzen,--,L,R,1979-12-23,Vetlanda,--,SWE,SWE,76,232,2004,3,97,20052006,N,33,7,15,22
Mark Fraser,--,L,D,1986-09-29,Ottawa,ON,CAN,CAN,76,220,2005,3,84,20062007,N,34,0,4,4
Matt Fraser,--,L,R,1990-05-20,Red Deer,AB,CAN,CAN,75,206,--,--,--,20112012,N,60,8,4,12
Michael Frolik,--,L,R,1988-02-17,Kladno,--,CZE,CZE,73,186,2006,1,10,20082009,N,82,19,23,42
Marian Gaborik,--,L,R,1982-02-14,Trencin,--,SVK,SVK,73,200,2000,1,3,20002001,N,69,27,20,47
Simon Gagne,--,L,L,1980-02-29,Ste. Foy,QC,CAN,CAN,73,195,1998,1,22,19992000,N,23,3,1,4
Sam Gagner,EDM,R,C,1989-08-10,London,ON,CAN,CAN,71,200,2007,1,6,20072008,N,81,15,26,41
Alex Galchenyuk,--,L,C,1994-02-12,Milwaukee,WI,USA,USA,73,194,2012,1,3,20122013,N,80,20,26,46
TJ Galiardi,--,L,L,1988-04-22,Calgary,AB,CAN,CAN,74,185,2007,2,55,20082009,N,38,1,0,1
Brendan Gallagher,MTL,R,R,1992-05-06,Edmonton,AB,CAN,CAN,69,183,2010,5,147,20122013,N,82,24,23,47
Ryan Garbutt,--,L,C,1985-08-12,Edmonton,AB,CAN,CAN,72,195,--,--,--,20112012,N,67,8,17,25
Jake Gardiner,--,L,D,1990-07-04,Minnetonka,MN,USA,USA,74,203,2008,1,17,20112012,N,79,4,20,24
Jason Garrison,--,L,D,1984-11-13,White Rock,BC,CAN,CAN,73,218,--,--,--,20082009,N,70,4,26,30
Johnny Gaudreau,CBJ,L,L,1993-08-13,Salem,NJ,USA,USA,69,163,2011,4,104,20132014,N,80,24,40,64
Paul Gaustad,--,L,C,1982-02-03,Fargo,ND,USA,USA,77,227,2000,7,220,20022003,N,73,4,10,14
Luke Gazdic,--,L,L,1989-07-25,Toronto,ON,CAN,CAN,76,225,2007,6,172,20132014,N,40,2,1,3
Eric Gelinas,--,L,D,1991-05-08,Vanier,ON,CAN,CAN,76,215,2009,2,54,20122013,N,61,6,13,19
Nathan Gerbe,--,L,C,1987-07-24,Oxford,MI,USA,USA,64,176,2005,5,142,20082009,N,78,10,18,28
Ryan Getzlaf,--,R,C,1985-05-10,Regina,SK,CAN,CAN,76,220,2003,1,19,20052006,N,77,25,45,70
Brian Gibbons,--,L,C,1988-02-26,Braintree,MA,USA,USA,68,175,--,--,--,20132014,N,25,0,5,5
Tom Gilbert,--,R,D,1983-01-10,Bloomington,MN,USA,USA,74,210,2002,4,129,20062007,N,72,4,8,12
Brian Gionta,--,R,R,1979-01-18,Rochester,NY,USA,USA,67,178,1998,3,82,20012002,N,69,13,22,35
Stephen Gionta,--,R,C,1983-10-09,Rochester,NY,USA,USA,67,177,--,--,--,20102011,N,61,5,8,13
Mark Giordano,TOR,L,D,1983-10-03,Toronto,ON,CAN,CAN,72,202,--,--,--,20052006,N,61,11,37,48
Dan Girardi,--,R,D,1984-04-29,Welland,ON,CAN,CAN,73,212,--,--,--,20062007,N,82,4,16,20
Zemgus Girgensons,BUF,L,L,1994-01-05,Riga,--,LVA,LVA,74,200,2012,1,14,20132014,N,61,15,15,30
Claude Giroux,OTT,R,R,1988-01-12,Hearst,ON,CAN,CAN,71,188,2006,1,22,20072008,N,81,25,48,73
Tanner Glass,--,L,L,1983-11-29,Regina,SK,CAN,CAN,73,213,2003,9,265,20072008,N,66,1,5,6
Tim Gleason,--,L,D,1983-01-29,Clawson,MI,USA,USA,72,217,2001,1,23,20032004,N,72,1,8,9
Curtis Glencross,--,L,L,1982-12-28,Kindersley,SK,CAN,CAN,73,197,--,--,--,20062007,N,71,13,22,35
Luke Glendening,TBL,R,C,1989-04-28,Grand Rapids,MI,USA,USA,70,190,--,--,--,20132014,N,82,12,6,18
Marcel Goc,--,L,C,1983-08-24,Calw,--,DEU,DEU,73,197,2001,1,20,20052006,N,74,3,6,9
Alex Goligoski,MIN,L,D,1985-07-30,Grand Rapids,MN,USA,USA,71,173,2004,2,61,20072008,N,81,4,32,36
Cody Goloubef,--,R,D,1989-11-30,Mississauga,ON,CAN,CAN,73,190,2008,2,37,20112012,N,36,0,9,9
Scott Gomez,--,L,C,1979-12-23,Anchorage,AK,USA,USA,71,200,1998,1,27,19992000,N,58,7,27,34
Sergei Gonchar,--,L,D,1974-04-13,Chelyabinsk,--,RUS,RUS,74,210,1992,1,14,19941995,N,48,1,13,14
Barclay Goodrow,NYR,L,C,1993-02-26,Toronto,ON,CAN,CAN,74,209,--,--,--,20142015,N,60,4,8,12
Boyd Gordon,--,R,C,1983-10-19,Unity,SK,CAN,CAN,72,200,2002,1,17,20032004,N,68,6,7,13
Josh Gorges,--,L,D,1984-08-14,Kelowna,BC,CAN,CAN,73,204,--,--,--,20052006,N,46,0,6,6
Brandon Gormley,--,L,D,1992-02-18,Murray River,PE,CAN,CAN,74,196,2010,1,13,20132014,N,27,2,2,4
Michael Grabner,--,L,L,1987-10-05,Villach,--,AUT,AUT,73,188,2006,1,14,20092010,N,34,8,5,13
Mikhail Grabovski,--,L,C,1984-01-31,Potsdam,--,DEU,BLR,71,186,2004,5,150,20062007,N,51,9,10,19
Markus Granlund,--,L,C,1993-04-16,Oulu,--,FIN,FIN,72,180,2011,2,45,20132014,N,48,8,10,18
Mikael Granlund,SJS,L,C,1992-02-26,Oulu,--,FIN,FIN,70,185,2010,1,9,20122013,N,68,8,31,39
Mike Green,--,R,D,1985-10-12,Calgary,AB,CAN,CAN,73,210,2004,1,29,20052006,N,72,10,35,45
Andy Greene,--,L,D,1982-10-30,Trenton,MI,USA,USA,71,190,--,--,--,20062007,N,82,3,19,22
Matt Greene,--,R,D,1983-05-13,Grand Ledge,MI,USA,USA,75,236,2002,2,44,20052006,N,82,3,6,9
Colin Greening,--,L,C,1986-03-09,St. John's,NL,CAN,CAN,74,210,2005,7,204,20102011,N,26,1,0,1
Seth Griffith,EDM,R,C,1993-01-04,Wallaceburg,ON,CAN,CAN,69,190,2012,5,131,20142015,N,30,6,4,10
Mikhail Grigorenko,--,L,C,1994-05-16,Khabarovsk,--,RUS,RUS,75,206,2012,1,12,20122013,N,25,3,3,6
Nicklas Grossmann,--,L,D,1985-01-22,Stockholm,--,SWE,SWE,76,230,2004,2,56,20062007,N,68,5,9,14
Eric Gryba,--,R,D,1988-04-14,Saskatoon,SK,CAN,CAN,76,222,2006,3,68,20122013,N,75,0,12,12
Radko Gudas,ANA,R,D,1990-06-05,Prague,--,CZE,CZE,72,208,2010,3,66,20122013,N,31,2,3,5
Erik Gudbranson,CBJ,R,D,1992-01-07,Ottawa,ON,CAN,CAN,77,222,2010,1,3,20112012,N,76,4,9,13
Nate Guenin,--,R,D,1982-12-10,Aliquippa,PA,USA,USA,75,207,2002,4,127,20062007,N,76,2,13,15
Carl Gunnarsson,--,L,D,1986-11-09,Orebro,--,SWE,SWE,74,198,2007,7,194,20092010,N,61,2,10,12
Carl Hagelin,--,L,L,1988-08-23,Sodertalje,--,SWE,SWE,72,183,2007,6,168,20112012,N,82,17,18,35
Ron Hainsey,--,L,D,1981-03-24,Bolton,CT,USA,USA,75,201,2000,1,13,20022003,N,81,2,8,10
Matt Halischuk,--,R,R,1988-06-01,Toronto,ON,CAN,CAN,72,180,2007,4,117,20082009,N,47,3,5,8
Taylor Hall,CHI,L,L,1991-11-14,Calgary,AB,CAN,CAN,73,210,2010,1,1,20102011,N,53,14,24,38
Dan Hamhuis,--,L,D,1982-12-13,Smithers,BC,CAN,CAN,73,204,2001,1,12,20032004,N,59,1,22,23
Dougie Hamilton,NJD,R,D,1993-06-17,Toronto,ON,CAN,CAN,78,230,2011,1,9,20122013,N,72,10,32,42
Freddie Hamilton,--,R,C,1992-01-01,Toronto,ON,CAN,CAN,73,195,2010,5,129,20132014,N,18,1,0,1
Ryan Hamilton,--,L,L,1985-04-15,Oshawa,ON,CAN,CAN,74,219,--,--,--,20112012,N,16,1,1,2
Travis Hamonic,OTT,R,D,1990-08-16,St. Malo,MB,CAN,CAN,73,200,2008,2,53,20102011,N,71,5,28,33
Scott Hannan,--,L,D,1979-01-23,Richmond,BC,CAN,CAN,73,215,1997,1,23,19981999,N,58,2,5,7
Jannik Hansen,--,R,R,1986-03-15,Rødovre,--,DNK,DNK,73,198,2004,9,287,20072008,N,81,16,17,33
Martin Hanzal,--,L,C,1987-02-20,Pisek,--,CZE,CZE,78,230,2005,1,17,20072008,N,37,8,16,24
Scott Harrington,--,L,D,1993-03-10,Kingston,ON,CAN,CAN,74,204,2011,2,54,20142015,N,10,0,0,0
Jay Harrison,--,L,D,1982-11-03,Oshawa,ON,CAN,CAN,76,222,2001,3,82,20052006,N,55,3,6,9
Peter Harrold,--,R,D,1983-06-08,Kirtland Hills,OH,USA,USA,71,180,--,--,--,20062007,N,43,3,2,5
Scott Hartnell,--,L,L,1982-04-18,Regina,SK,CAN,CAN,74,215,2000,1,6,20002001,N,77,28,32,60
Erik Haula,NJD,L,L,1991-03-23,Pori,--,FIN,FIN,71,191,2009,7,182,20132014,N,72,7,7,14
Martin Havlat,--,L,R,1981-04-19,Mlada Boleslav,--,CZE,CZE,74,210,1999,1,26,20002001,N,40,5,9,14
Jimmy Hayes,--,R,R,1989-11-21,Dorchester,MA,USA,USA,77,215,2008,2,60,20112012,N,72,19,16,35
Kevin Hayes,STL,L,R,1992-05-08,Dorchester,MA,USA,USA,77,216,2010,1,24,20142015,N,79,17,28,45
Victor Hedman,TBL,L,D,1990-12-18,Ornskoldsvik,--,SWE,SWE,79,246,2009,1,2,20092010,N,59,10,28,38
Jan Hejda,--,L,D,1978-06-18,Prague,--,CZE,CZE,76,230,2003,4,106,20062007,N,81,1,12,13
Seth Helgeson,--,L,D,1990-10-08,Faribault,MN,USA,USA,76,225,2009,4,114,20142015,N,22,0,2,2
Darren Helm,--,L,C,1987-01-21,St. Andrews,MB,CAN,CAN,72,192,2005,5,132,20072008,N,75,15,18,33
Ales Hemsky,--,R,R,1983-08-13,Pardubice,--,CZE,CZE,72,177,2001,1,13,20022003,N,76,11,21,32
Matt Hendricks,--,L,C,1981-06-17,Blaine,MN,USA,USA,72,211,2000,5,131,20082009,N,71,8,8,16
Adam Henrique,EDM,L,C,1990-02-06,Brantford,ON,CAN,CAN,72,195,2008,3,82,20102011,N,75,16,27,43
Tomas Hertl,VGK,L,C,1993-11-12,Praha,--,CZE,CZE,75,215,2012,1,17,20132014,N,82,13,18,31
Thomas Hickey,--,L,D,1989-02-08,Calgary,AB,CAN,CAN,72,185,2007,1,4,20122013,N,81,2,20,22
Chris Higgins,--,L,L,1983-06-02,Smithtown,NY,USA,USA,72,205,2002,1,14,20032004,N,77,12,24,36
Jack Hillen,--,L,D,1986-01-24,Minnetonka,MN,USA,USA,70,190,--,--,--,20072008,N,38,0,5,5
Joey Hishon,--,L,C,1991-10-20,Stratford,ON,CAN,CAN,70,170,2010,1,17,20142015,N,13,1,1,2
Niklas Hjalmarsson,--,L,D,1987-06-06,Eksjo,--,SWE,SWE,75,197,2005,4,108,20072008,N,82,3,16,19
Cody Hodgson,--,R,C,1990-02-18,Toronto,ON,CAN,CAN,72,191,2008,1,10,20102011,N,78,6,7,13
Mike Hoffman,SJS,L,C,1989-11-24,Kitchener,ON,CAN,CAN,72,190,2009,5,130,20112012,N,79,27,21,48
Nick Holden,--,L,D,1987-05-15,St. Albert,AB,CAN,CAN,76,210,--,--,--,20102011,N,78,5,9,14
Peter Holland,--,L,C,1991-01-14,Toronto,ON,CAN,CAN,74,193,2009,1,15,20112012,N,62,11,14,25
Korbinian Holzer,--,R,D,1988-02-16,Munich,--,DEU,DEU,75,213,2006,4,111,20102011,N,34,0,6,6
Shawn Horcoff,--,L,C,1978-09-17,Trail,BC,CAN,CAN,73,210,1998,4,99,20002001,N,76,11,18,29
Patric Hornqvist,--,R,R,1987-01-01,Sollentuna,--,SWE,SWE,71,189,2005,7,230,20082009,N,64,25,26,51
Bo Horvat,NYI,L,C,1995-04-05,London,ON,CAN,CAN,73,213,2013,1,9,20142015,N,68,13,12,25
Marian Hossa,--,L,R,1979-01-12,Stará Lubovna,--,SVK,SVK,73,207,1997,1,12,19971998,Y,82,22,39,61
Jonathan Huberdeau,CGY,L,C,1993-06-04,Saint-Jerome,QC,CAN,CAN,73,200,2011,1,3,20122013,N,79,15,39,54
Jiri Hudler,--,L,R,1984-01-04,Olomouc,--,CZE,CZE,70,190,2002,2,58,20032004,N,78,31,45,76
Brad Hunt,COL,L,D,1988-08-24,Maple Ridge,BC,CAN,CAN,69,177,--,--,--,20132014,N,11,1,2,3
Matt Hunwick,--,L,D,1985-05-21,Warren,MI,USA,USA,71,194,2004,7,224,20072008,N,55,2,9,11
Jarome Iginla,--,R,R,1977-07-01,Edmonton,AB,CAN,CAN,73,210,1995,1,11,19961997,Y,82,29,30,59
Matt Irwin,VAN,L,D,1987-11-29,Victoria,BC,CAN,CAN,74,200,--,--,--,20122013,N,53,8,11,19
Barret Jackman,--,L,D,1981-03-05,Trail,BC,CAN,CAN,72,203,1999,1,17,20012002,N,80,2,13,15
Tim Jackman,--,R,R,1981-11-14,Minot,ND,USA,USA,74,225,2001,2,38,20032004,N,55,5,2,7
Jaromir Jagr,--,L,R,1972-02-15,Kladno,--,CZE,CZE,75,230,1990,1,5,19901991,N,77,17,30,47
Calle Jarnkrok,TOR,R,C,1991-09-25,Gavle,--,SWE,SWE,72,190,2010,2,51,20132014,N,74,7,11,18
Dmitrij Jaskin,--,L,R,1993-03-23,Omsk,--,RUS,CZE,74,216,2011,2,41,20122013,N,54,13,5,18
Boone Jenner,CBJ,L,C,1993-06-15,Dorchester,ON,CAN,CAN,74,208,2011,2,37,20132014,N,31,9,8,17
Jesse Joensuu,--,L,L,1987-10-05,Pori,--,FIN,FIN,76,213,2006,2,60,20082009,N,20,2,2,4
Ryan Johansen,PHI,R,C,1992-07-31,Vancouver,BC,CAN,CAN,75,218,2010,1,4,20112012,N,82,26,45,71
Marcus Johansson,MIN,L,L,1990-10-06,Landskrona,--,SWE,SWE,73,203,2009,1,24,20102011,N,82,20,27,47
Erik Johnson,PHI,R,D,1988-03-21,Bloomington,MN,USA,USA,76,225,2006,1,1,20072008,N,47,12,11,23
Jack Johnson,COL,L,D,1987-01-13,Indianapolis,IN,USA,USA,73,227,2005,1,3,20062007,N,79,8,32,40
Tyler Johnson,CHI,R,C,1990-07-29,Spokane,WA,USA,USA,68,185,--,--,--,20122013,N,77,29,43,72
Jussi Jokinen,--,L,L,1983-04-01,Kalajoki,--,FIN,FIN,72,191,2001,6,192,20052006,N,81,8,36,44
Olli Jokinen,--,L,C,1978-12-05,Kuopio,--,FIN,FIN,74,210,1997,1,3,19971998,N,62,4,6,10
Jyrki Jokipakka,--,L,D,1991-08-20,Tampere,--,FIN,FIN,75,215,2011,7,195,20142015,N,51,0,10,10
David Jones,--,R,R,1984-08-10,Guelph,ON,CAN,CAN,75,208,2003,9,288,20072008,N,67,14,16,30
Seth Jones,CHI,R,D,1994-10-03,Arlington,TX,USA,USA,76,213,2013,1,4,20132014,N,82,8,19,27
Josh Jooris,--,R,R,1990-07-14,Burlington,ON,CAN,CAN,73,198,--,--,--,20142015,N,60,12,12,24
Michal Jordan,--,L,D,1990-07-17,Zlin,--,CZE,CZE,73,195,2008,4,105,20122013,N,38,2,4,6
Jacob Josefson,--,L,C,1991-03-02,Stockholm,--,SWE,SWE,72,196,2009,1,20,20102011,N,62,6,5,11
Roman Josi,NSH,L,D,1990-06-01,Bern,--,CHE,CHE,73,201,2008,2,38,20112012,N,81,15,40,55
Tomas Jurco,--,L,R,1992-12-28,Kosice,--,SVK,SVK,74,197,2011,2,35,20132014,N,63,3,15,18
Nazem Kadri,CGY,L,C,1990-10-06,London,ON,CAN,CAN,72,185,2009,1,7,20092010,N,73,18,21,39
Patrick Kaleta,--,R,R,1986-06-08,Buffalo,NY,USA,USA,73,198,2004,6,176,20062007,N,42,0,3,3
Steven Kampfer,ARI,R,D,1988-09-24,Ann Arbor,MI,USA,USA,71,198,2007,4,93,20102011,N,25,2,2,4
Evander Kane,EDM,L,L,1991-08-02,Vancouver,BC,CAN,CAN,74,218,2009,1,4,20092010,N,37,10,12,22
Patrick Kane,DET,L,R,1988-11-19,Buffalo,NY,USA,USA,70,177,2007,1,1,20072008,N,61,27,37,64
Erik Karlsson,PIT,R,D,1990-05-31,Landsbro,--,SWE,SWE,72,190,2008,1,15,20092010,N,82,21,45,66
Melker Karlsson,--,R,C,1990-07-18,Lycksele,--,SWE,SWE,72,180,--,--,--,20142015,N,53,13,11,24
William Karlsson,VGK,L,C,1993-01-08,Marsta,--,SWE,SWE,72,190,2011,2,53,20142015,N,21,3,2,5
Zack Kassian,--,R,R,1991-01-24,Windsor,ON,CAN,CAN,75,211,2009,1,13,20112012,N,42,10,6,16
Duncan Keith,--,L,D,1983-07-16,Winnipeg,MB,CAN,CAN,73,192,2002,2,54,20052006,N,80,10,35,45
Chris Kelly,--,L,C,1980-11-11,Toronto,ON,CAN,CAN,72,190,1999,3,94,20032004,N,80,7,21,28
Ronalds Kenins,--,L,L,1991-02-28,Riga,--,LVA,LVA,72,201,--,--,--,20142015,N,30,4,8,12
Tyler Kennedy,--,R,C,1986-07-15,Sault Ste. Marie,ON,CAN,CAN,71,185,2004,4,99,20072008,N,38,6,8,14
Ryan Kesler,--,R,C,1984-08-31,Livonia,MI,USA,USA,74,206,2003,1,23,20032004,N,81,20,27,47
Phil Kessel,--,R,R,1987-10-02,Madison,WI,USA,USA,71,208,2006,1,5,20062007,N,82,25,36,61
Alex Killorn,ANA,L,L,1989-09-14,Halifax,NS,CAN,CAN,73,194,2007,3,77,20122013,N,71,15,23,38
Jakub Kindl,--,L,D,1987-02-10,Sumperk,--,CZE,CZE,75,199,2005,1,19,20092010,N,35,5,8,13
Dwight King,--,L,L,1989-07-05,Meadow Lake,SK,CAN,CAN,76,229,2007,4,109,20102011,N,81,13,13,26
Oscar Klefbom,--,L,D,1993-07-20,Karlstad,--,SWE,SWE,75,216,2011,1,19,20132014,N,60,2,18,20
Kevin Klein,--,R,D,1984-12-13,Kitchener,ON,CAN,CAN,73,206,2003,2,37,20052006,N,65,9,17,26
John Klingberg,TOR,R,D,1992-08-14,Gothenburg,--,SWE,SWE,74,185,2010,5,131,20142015,N,65,11,29,40
Rob Klinkhammer,--,L,L,1986-08-12,Lethbridge,AB,CAN,CAN,75,214,--,--,--,20102011,N,69,5,4,9
Mikko Koivu,--,L,C,1983-03-12,Turku,--,FIN,FIN,75,213,2001,1,6,20052006,N,80,14,34,48
Leo Komarov,--,L,R,1987-01-23,Narva,--,EST,FIN,71,205,2006,6,180,20122013,N,62,8,18,26
Tomas Kopecky,--,L,R,1982-02-05,Ilava,--,SVK,SVK,75,210,2000,2,38,20052006,N,64,2,6,8
Anze Kopitar,LAK,L,C,1987-08-24,Jesenice,--,SVN,SVN,75,225,2005,1,11,20062007,N,79,16,48,64
Lauri Korpikoski,--,L,L,1986-07-28,Turku,--,FIN,FIN,73,193,2004,1,19,20082009,N,69,6,15,21
Brandon Kozun,--,R,R,1990-03-08,Los Angeles,CA,USA,USA,68,167,2009,6,179,20142015,N,20,2,2,4
Chris Kreider,NYR,L,L,1991-04-30,Boxford,MA,USA,USA,75,233,2009,1,19,20122013,N,80,21,25,46
David Krejci,--,R,C,1986-04-28,Sternberk,--,CZE,CZE,72,192,2004,2,63,20062007,N,47,7,24,31
